0.413976X ;-2.51982X ;0.999998x ;3x ;8,68416e-12; x ;2281x ;28x ;0.999999x ;3x ;7,4656e-13; x ;1603x ;19x ;1x ;3x ;9,37925e-25; x ;91x ;3x ;3x 
0.20096X ;6.93215X ;0.999999x ;3x ;6,826e-12; x ;3173x ;39x ;1x ;3x ;3,00179e-13; x ;1313x ;19x ;1x ;3x ;2,89295e-25; x ;91x ;3x ;3x 
5.30865X ;1.28138X ;0.999998x ;3x ;8,61925e-12; x ;4061x ;50x ;1x ;3x ;9,45961e-15; x ;1337x ;20x ;1x ;3x ;2,51252e-25; x ;117x ;3x ;3x 
-5.81427X ;4.87301X ;0.999998x ;3x ;1,05595e-11; x ;3209x ;41x ;1x ;3x ;1,88666e-13; x ;1025x ;18x ;1x ;3x ;7,69879e-25; x ;91x ;3x ;3x 
3.31543X ;8.5974X ;0.999998x ;3x ;8,80549e-12; x ;1279x ;16x ;1x ;3x ;3,32036e-14; x ;1541x ;18x ;1x ;3x ;1,49712e-24; x ;91x ;3x ;3x 
5.00465X ;3.86301X ;1x ;3x ;7,5567e-12; x ;1151x ;16x ;1x ;3x ;1,57542e-11; x ;2353x ;28x ;1x ;3x ;5,82526e-25; x ;91x ;3x ;3x 
4.1015X ;-3.66416X ;0.999998x ;3x ;9,16839e-12; x ;4255x ;52x ;0.999996x ;3x ;3,75147e-11; x ;3635x ;49x ;1x ;3x ;5,47208e-25; x ;91x ;3x ;3x 
-2.12041X ;-1.49456X ;1x ;3x ;1,2678e-11; x ;2175x ;28x ;0.999999x ;3x ;2,33931e-12; x ;919x ;14x ;1x ;3x ;1,36659e-24; x ;91x ;3x ;3x 
-6.31629X ;-2.38188X ;0.999998x ;3x ;1,07155e-11; x ;2389x ;30x ;0.999999x ;3x ;5,01123e-12; x ;881x ;14x ;1x ;3x ;3,79543e-24; x ;91x ;3x ;3x 
4.3974X ;8.15491X ;1x ;3x ;6,80804e-12; x ;3275x ;41x ;0.999999x ;3x ;3,01401e-12; x ;1045x ;16x ;1x ;3x ;1,72428e-24; x ;91x ;3x ;3x 
4.17098X ;-8.52432X ;1x ;3x ;1,07126e-11; x ;3403x ;43x ;1x ;3x ;1,00252e-11; x ;937x ;17x ;1x ;3x ;2,20056e-24; x ;91x ;3x ;3x 
-9.44252X ;-6.17179X ;1x ;3x ;1,11949e-11; x ;3475x ;42x ;1x ;3x ;3,22046e-15; x ;973x ;17x ;1x ;3x ;9,03515e-24; x ;91x ;3x ;3x 
-1.17351X ;-9.71533X ;0.999999x ;3x ;7,13983e-12; x ;2531x ;32x ;1x ;3x ;4,83108e-12; x ;1925x ;24x ;1x ;3x ;5,48992e-24; x ;91x ;3x ;3x 
0.396791X ;7.64304X ;0.999998x ;3x ;1,03532e-11; x ;3027x ;39x ;1x ;3x ;1,86126e-13; x ;1207x ;21x ;1x ;3x ;4,54602e-25; x ;91x ;3x ;3x 
3.27049X ;-9.10671X ;1x ;3x ;9,14398e-12; x ;3467x ;43x ;1x ;3x ;2,9837e-13; x ;1491x ;24x ;1x ;3x ;2,80904e-24; x ;103x ;3x ;3x 
8.53724X ;0.824075X ;1x ;3x ;1,29836e-11; x ;3205x ;41x ;1x ;3x ;1,64457e-13; x ;835x ;16x ;1x ;3x ;9,22637e-25; x ;97x ;3x ;3x 
2.77674X ;6.77363X ;0.999998x ;3x ;1,3633e-11; x ;1007x ;13x ;0.999999x ;3x ;5,20526e-13; x ;1065x ;16x ;1x ;3x ;7,33467e-25; x ;91x ;3x ;3x 
6.70746X ;-5.89276X ;1x ;3x ;1,25009e-11; x ;5189x ;64x ;0.999999x ;3x ;5,83272e-13; x ;1443x ;19x ;1x ;3x ;7,93869e-25; x ;91x ;3x ;3x 
-5.06414X ;-7.3605X ;0.999997x ;3x ;1,59231e-11; x ;3397x ;43x ;1x ;3x ;2,19849e-14; x ;1775x ;22x ;1x ;3x ;6,38104e-24; x ;91x ;3x ;3x 
5.19743X ;-5.09398X ;0.999999x ;3x ;6,50129e-12; x ;4393x ;54x ;1x ;3x ;1,51443e-14; x ;1811x ;21x ;1x ;3x ;7,50365e-25; x ;91x ;3x ;3x 
-0.926035X ;3.23748X ;0.999999x ;3x ;7,99836e-12; x ;2885x ;36x ;1x ;3x ;4,1445e-15; x ;925x ;17x ;0.999999x ;3x ;1,0957e-12; x ;61x ;2x ;2x 
4.36433X ;8.01749X ;0.999998x ;3x ;8,22391e-12; x ;2213x ;30x ;0.999999x ;3x ;2,29956e-12; x ;995x ;13x ;1x ;3x ;1,65671e-24; x ;109x ;3x ;3x 
4.31072X ;1.69387X ;0.999997x ;3x ;1,31432e-11; x ;3863x ;48x ;0.999999x ;3x ;1,49927e-12; x ;1273x ;18x ;1x ;3x ;2,07574e-12; x ;61x ;2x ;2x 
-4.1953X ;-2.25754X ;1x ;3x ;9,4913e-12; x ;1611x ;21x ;1x ;3x ;6,62104e-14; x ;1355x ;17x ;1x ;3x ;2,5648e-24; x ;91x ;3x ;3x 
-3.4304X ;-6.91659X ;1x ;3x ;9,74725e-12; x ;1407x ;18x ;1x ;3x ;3,06047e-13; x ;1161x ;15x ;1x ;3x ;4,91023e-24; x ;91x ;3x ;3x 
-8.64524X ;-1.07712X ;0.999998x ;3x ;9,0903e-12; x ;1477x ;18x ;0.999999x ;3x ;2,59668e-12; x ;1179x ;16x ;1x ;3x ;4,49951e-24; x ;91x ;3x ;3x 
2.24449X ;6.13975X ;0.999998x ;3x ;1,15602e-11; x ;1067x ;13x ;1x ;3x ;1,09496e-11; x ;1869x ;25x ;1x ;3x ;6,37689e-12; x ;61x ;2x ;2x 
-0.558984X ;5.82183X ;1x ;3x ;7,88945e-12; x ;3893x ;49x ;0.999999x ;3x ;3,10636e-12; x ;349x ;13x ;1x ;3x ;1,21136e-12; x ;61x ;2x ;2x 
-2.06569X ;0.53797X ;0.999998x ;3x ;1,05305e-11; x ;1989x ;25x ;1x ;3x ;1,25702e-11; x ;3411x ;38x ;1x ;3x ;7,1763e-25; x ;91x ;3x ;3x 
1.97707X ;9.08545X ;1x ;3x ;1,13303e-11; x ;2135x ;28x ;1x ;3x ;6,33611e-14; x ;1805x ;23x ;1x ;3x ;1,23786e-24; x ;91x ;3x ;3x 
-9.72711X ;-5.64471X ;0.999998x ;3x ;1,02088e-11; x ;2575x ;32x ;0.999998x ;3x ;5,56762e-12; x ;1515x ;20x ;1x ;3x ;8,82103e-24; x ;91x ;3x ;3x 
-5.04957X ;6.87926X ;0.999998x ;3x ;9,08835e-12; x ;5093x ;63x ;0.999998x ;3x ;7,91139e-12; x ;1403x ;18x ;1x ;3x ;3,6725e-25; x ;91x ;3x ;3x 
5.08744X ;-5.12242X ;0.999998x ;3x ;1,1054e-11; x ;4291x ;53x ;1x ;3x ;3,97615e-13; x ;1229x ;19x ;1x ;3x ;7,70054e-25; x ;91x ;3x ;3x 
9.48236X ;2.88458X ;0.999998x ;3x ;1,03039e-11; x ;2309x ;30x ;1x ;3x ;7,44545e-12; x ;1711x ;21x ;1x ;3x ;1,83579e-24; x ;91x ;3x ;3x 
-1.43879X ;8.5715X ;1x ;3x ;1,21853e-11; x ;4079x ;51x ;0.999999x ;3x ;3,06614e-12; x ;1243x ;22x ;1x ;3x ;3,97901e-25; x ;103x ;3x ;3x 
-1.43556X ;7.31702X ;1x ;3x ;7,65495e-12; x ;4079x ;51x ;1x ;3x ;1,03683e-13; x ;539x ;13x ;1x ;3x ;2,01186e-25; x ;123x ;3x ;3x 
-3.00183X ;9.2657X ;0.999998x ;3x ;9,7316e-12; x ;5101x ;63x ;0.999998x ;3x ;4,46178e-12; x ;1017x ;17x ;1x ;3x ;3,95627e-25; x ;91x ;3x ;3x 
2.66598X ;7.4314X ;0.999998x ;3x ;1,04148e-11; x ;1113x ;15x ;1x ;3x ;8,28564e-14; x ;1003x ;16x ;1x ;3x ;8,9212e-25; x ;91x ;3x ;3x 
-6.11657X ;7.01221X ;1x ;3x ;7,4214e-12; x ;4277x ;53x ;1x ;3x ;9,72974e-14; x ;911x ;16x ;1x ;3x ;5,49076e-25; x ;91x ;3x ;3x 
9.66849X ;-8.18738X ;1x ;3x ;7,83295e-12; x ;5329x ;66x ;0.999997x ;3x ;1,75362e-11; x ;1413x ;19x ;1x ;3x ;1,17619e-24; x ;99x ;3x ;3x 
-1.96893X ;2.92787X ;1x ;3x ;9,04067e-12; x ;1925x ;26x ;1x ;3x ;5,7815e-13; x ;905x ;13x ;0.999999x ;3x ;3,30872e-12; x ;61x ;2x ;2x 
-7.96457X ;3.79457X ;1x ;3x ;9,00163e-12; x ;2345x ;31x ;1x ;3x ;2,90504e-13; x ;1513x ;20x ;1x ;3x ;1,81693e-24; x ;91x ;3x ;3x 
8.37589X ;-5.34262X ;0.999998x ;3x ;1,294e-11; x ;4167x ;52x ;1x ;3x ;1,99072e-11; x ;2735x ;38x ;1x ;3x ;6,66185e-25; x ;91x ;3x ;3x 
4.71429X ;-8.25312X ;1x ;3x ;9,65491e-12; x ;3395x ;43x ;1x ;3x ;4,19093e-13; x ;1289x ;18x ;1x ;3x ;1,91812e-24; x ;91x ;3x ;3x 
-8.17526X ;-6.98453X ;1x ;3x ;1,00911e-11; x ;4335x ;52x ;1x ;3x ;3,71466e-12; x ;2393x ;32x ;1x ;3x ;8,61855e-24; x ;91x ;3x ;3x 
9.51503X ;9.51695X ;1x ;3x ;1,58291e-11; x ;2359x ;29x ;0.999998x ;3x ;9,22553e-12; x ;1155x ;18x ;1x ;3x ;5,31434e-24; x ;91x ;3x ;3x 
8.18974X ;-8.37128X ;1x ;3x ;1,15595e-11; x ;5291x ;65x ;0.999999x ;3x ;3,30271e-12; x ;941x ;17x ;1x ;3x ;1,30771e-24; x ;91x ;3x ;3x 
-4.31026X ;-9.8538X ;1x ;3x ;1,02801e-11; x ;1491x ;19x ;1x ;3x ;3,09592e-14; x ;1573x ;20x ;1x ;3x ;7,89237e-24; x ;91x ;3x ;3x 
6.70633X ;-1.30542X ;1x ;3x ;7,3133e-12; x ;5167x ;63x ;1x ;3x ;4,86263e-15; x ;809x ;15x ;1x ;3x ;3,07482e-25; x ;91x ;3x ;3x 
-3.71622X ;-7.32948X ;1x ;3x ;6,52991e-12; x ;1515x ;19x ;1x ;3x ;4,16746e-14; x ;1427x ;23x ;1x ;3x ;5,39782e-24; x ;105x ;3x ;3x 
6.03624X ;-7.99035X ;0.999998x ;3x ;9,80348e-12; x ;4371x ;54x ;1x ;3x ;1,54627e-13; x ;2889x ;40x ;1x ;3x ;1,50228e-24; x ;91x ;3x ;3x 
9.42595X ;-1.62928X ;0.999998x ;3x ;7,27412e-12; x ;4299x ;54x ;1x ;3x ;1,45092e-14; x ;961x ;17x ;1x ;3x ;7,83071e-25; x ;91x ;3x ;3x 
